age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
61,Private,100,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,-120,Some-college,10,Separated,Adm-clerical,Other-relative,White,Male,-3,0,40,United-States,<=50K
52,Private,-60,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
49,Federal-gov,109,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K
36,Local-gov,-47,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,35,United-States,<=50K
33,Private,-76,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,81,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
34,Private,-84,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21,Private,106,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
52,Private,40,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,42,United-States,<=50K
70,?,-96,Assoc-voc,11,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
57,Federal-gov,-54,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,-46,40,United-States,<=50K
56,Self-emp-not-inc,38,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
37,Local-gov,-124,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,France,>50K
62,Self-emp-not-inc,-23,7th-8th,4,Widowed,Farming-fishing,Other-relative,White,Female,0,0,35,United-States,<=50K
64,Private,116,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,-118,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Private,73,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
42,Private,3,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,27,Taiwan,>50K
44,Federal-gov,34,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,5,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,43,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K
50,Private,-128,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
47,Self-emp-not-inc,50,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,80,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,25,United-States,<=50K
30,Private,-114,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
44,Private,50,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,-74,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50K
48,Private,92,9th,5,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Self-emp-inc,-17,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
41,Self-emp-not-inc,-7,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,76,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,8,0,40,United-States,>50K
53,Private,40,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,94,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,<=50K
43,Local-gov,-44,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
50,Private,100,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,-80,0,50,United-States,>50K
23,?,23,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
50,Private,-61,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,110,40,United-States,>50K
71,Private,-59,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
45,Local-gov,37,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
26,Private,-106,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,50,0,40,United-States,<=50K
40,Local-gov,-122,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,79,0,40,United-States,<=50K
28,Private,43,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,70,United-States,>50K
35,Private,-96,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,<=50K
40,State-gov,-73,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
40,Self-emp-not-inc,-87,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
46,Private,-95,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,93,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico,<=50K
22,Private,-72,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,35,United-States,<=50K
25,Private,6,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
25,Private,-14,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,26,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
45,Private,107,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Private,127,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
33,Private,55,5th-6th,3,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Mexico,<=50K
42,Private,-125,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
19,Private,-52,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
36,Private,57,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
22,Private,-110,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,15,United-States,<=50K
36,Private,-85,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,21,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
44,Federal-gov,-50,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
17,Private,77,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
55,Private,-32,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
40,Private,110,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,126,0,60,Poland,<=50K
30,Private,124,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,0,0,40,?,<=50K
54,Private,89,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,37,United-States,<=50K
27,Private,-82,5th-6th,3,Never-married,Farming-fishing,Unmarried,White,Male,0,0,48,Guatemala,<=50K
47,Local-gov,-103,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,<=50K
40,Private,-113,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,8,0,40,United-States,>50K
29,Private,106,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,20,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,28,United-States,<=50K
45,?,89,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,-108,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
68,Federal-gov,-41,Some-college,10,Divorced,Adm-clerical,Other-relative,Black,Female,42,0,40,United-States,<=50K
54,Private,-116,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,England,>50K
65,Local-gov,34,12th,8,Widowed,Exec-managerial,Not-in-family,White,Male,-39,0,44,United-States,<=50K
22,?,-128,HS-grad,9,Married-civ-spouse,?,Own-child,White,Female,0,0,20,United-States,<=50K
22,Private,113,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,-77,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
42,Local-gov,29,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
45,Private,39,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,-71,60,United-States,>50K
54,?,97,Some-college,10,Divorced,?,Own-child,White,Male,0,0,50,United-States,<=50K
35,Local-gov,42,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
59,Self-emp-not-inc,-111,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,-63,0,40,United-States,<=50K
52,Private,121,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
52,Federal-gov,-87,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
42,Self-emp-inc,117,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,<=50K
79,?,-107,HS-grad,9,Widowed,?,Not-in-family,Black,Female,0,0,30,United-States,<=50K
61,Private,70,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
47,Local-gov,87,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
52,Private,-28,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
37,Private,58,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
21,Private,7,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,-73,9,United-States,<=50K
32,Private,-64,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
26,Private,-111,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
36,State-gov,123,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,>50K
47,?,-50,Some-college,10,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
42,Self-emp-inc,-16,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-80,0,65,United-States,>50K
45,Private,-28,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,-71,43,United-States,>50K
50,Private,127,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
51,Private,5,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Private,-51,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,0,40,United-States,>50K
44,Private,-48,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,-14,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Self-emp-not-inc,76,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,7,United-States,<=50K
45,Self-emp-not-inc,-105,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
32,Self-emp-not-inc,86,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,54,62,United-States,<=50K
28,Private,53,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
43,Private,61,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
22,?,49,9th,5,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,87,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
39,Private,-69,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
87,?,-30,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
34,Private,20,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,-90,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Poland,<=50K
55,Private,-86,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
53,Private,-22,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
40,Local-gov,-115,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,United-States,>50K
17,Private,-10,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K
32,Local-gov,14,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,41,United-States,<=50K
50,Self-emp-inc,81,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
39,Private,40,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
57,Private,-108,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-inc,120,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
42,Private,55,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
36,Private,-38,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,111,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,-109,9th,5,Never-married,Sales,Own-child,Other,Female,0,0,32,United-States,<=50K
30,Local-gov,-25,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,4,0,45,?,>50K
51,Private,-104,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Private,-96,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
32,Private,-94,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,40,United-States,>50K
25,?,16,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,13,United-States,<=50K
53,Private,-115,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
26,Private,20,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Local-gov,96,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,0,30,United-States,>50K
37,Private,-82,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,101,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,8,12th,8,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States,<=50K
50,Private,-59,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
36,Federal-gov,-111,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
19,Self-emp-not-inc,7,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
23,State-gov,31,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Local-gov,50,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,-51,40,United-States,<=50K
25,Federal-gov,6,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
31,Private,4,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
48,Private,17,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States,<=50K
18,?,65,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,86,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,23,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,-46,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,45,United-States,<=50K
79,Private,-68,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,-108,0,30,United-States,<=50K
49,Local-gov,16,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
18,Private,34,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
24,Private,-48,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,-25,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,?,15,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,43,11th,7,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
64,Self-emp-not-inc,121,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,>50K
32,Private,20,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
38,Private,-84,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,-84,0,45,United-States,>50K
58,Private,96,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
61,Private,11,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
29,Private,103,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,-110,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,-113,12th,8,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,68,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
29,State-gov,-89,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
57,Self-emp-inc,117,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
52,Private,95,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,31,0,30,United-States,>50K
33,Private,-1,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,60,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
56,Private,84,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago,<=50K
28,Private,59,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,-9,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,-112,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
61,Self-emp-inc,-19,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
32,Private,7,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,64,United-States,<=50K
23,Private,-17,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
46,State-gov,103,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,-27,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
35,Private,100,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,110,40,United-States,>50K
